ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status,Revenue_per_box,Cost_price,Profit,Profit_Margin%,Sales_Person,Team,Product,Category,Country,Region,Cost_per_box,cancelled,,,
S00088054,SP15,P12,G4,28-Aug-24,11214,534,Delivered,21,8682.84,2531.16,22.57,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,New Zealand,APAC,4.74,0,,,
S00088058,SP15,P12,G5,28-Jul-23,11241,536,Delivered,20.97,8700.36,2540.64,22.6,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0,,,
S00088084,SP15,P12,G5,09-Jul-24,132.75,6,Delivered,22.13,104.31,28.44,21.42,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0,,,
S00088085,SP15,P12,G5,09-Oct-23,5541.75,231,Delivered,23.99,4446.81,1094.94,19.76,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0,,,
S00088102,SP15,P03,G1,23-Jan-24,6423.75,357,Delivered,17.99,4585.2,1838.55,28.62,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00088103,SP15,P03,G1,12-Jun-24,7785,325,Delivered,23.95,6111.25,1673.75,21.5,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00088114,SP15,P03,G5,28-Nov-23,2324.25,106,Delivered,21.93,1778.35,545.9,23.49,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00088119,SP15,P03,G1,03-Dec-24,4187.25,175,Delivered,23.93,3286,901.25,21.52,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00088120,SP15,P03,G2,01-Jan-25,5028.75,265,Cancelled,18.98,3664,1364.75,27.14,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,USA,Americas,5.15,1,,,
S00088123,SP15,P03,G4,28-Feb-24,1680.75,94,Delivered,17.88,1196.65,484.1,28.8,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,New Zealand,APAC,5.15,0,,,
S00088127,SP15,P03,G5,21-Sep-23,2414.25,110,Delivered,21.95,1847.75,566.5,23.46,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00088128,SP15,P03,G5,14-Dec-23,4905,223,Delivered,22,3756.55,1148.45,23.41,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00088135,SP15,P03,G2,28-Nov-23,1167.75,56,Delivered,20.85,879.35,288.4,24.7,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,USA,Americas,5.15,0,,,
S00088148,SP15,P03,G2,21-Nov-23,2994.75,177,Delivered,16.92,2083.2,911.55,30.44,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,USA,Americas,5.15,0,,,
S00088154,SP15,P03,G5,13-Feb-23,5341.5,268,Delivered,19.93,3961.3,1380.2,25.84,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00088155,SP15,P03,G5,23-Jan-24,1680.75,74,Delivered,22.71,1299.65,381.1,22.67,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00088158,SP15,P03,G1,14-Jan-25,3420,190,Shipped,18,2441.5,978.5,28.61,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00088161,SP15,P03,G1,26-Jul-23,5492.25,262,Delivered,20.96,4142.95,1349.3,24.57,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,India,APAC,5.15,0,,,
S00088163,SP15,P03,G2,01-Nov-24,3919.5,179,Delivered,21.9,2997.65,921.85,23.52,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,USA,Americas,5.15,0,,,
S00088175,SP15,P22,G1,09-Oct-24,9603,343,Delivered,28,8694.05,908.95,9.47,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00088181,SP15,P22,G4,18-Feb-25,3141,121,Shipped,25.96,2820.35,320.65,10.21,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0,,,
S00088188,SP15,P22,G1,15-Aug-24,4779,192,Delivered,24.89,4270.2,508.8,10.65,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00088189,SP15,P22,G1,22-Feb-24,5994,200,Delivered,29.97,5464,530,8.84,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00088208,SP15,P22,G4,27-Mar-24,9490.5,380,Delivered,24.98,8483.5,1007,10.61,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0,,,
S00088209,SP15,P22,G4,12-Nov-24,11254.5,433,Cancelled,25.99,10107.05,1147.45,10.2,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,1,,,
S00088215,SP15,P22,G1,24-Oct-23,6232.5,231,Delivered,26.98,5620.35,612.15,9.82,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00088216,SP15,P22,G1,23-May-24,6597,254,Delivered,25.97,5923.9,673.1,10.2,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00088221,SP15,P22,G4,17-Oct-23,9157.5,382,Delivered,23.97,8145.2,1012.3,11.05,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0,,,
S00088227,SP15,P22,G6,22-Apr-24,3411,132,Delivered,25.84,3061.2,349.8,10.26,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,UK,Europe,2.65,0,,,
S00088231,SP15,P22,G1,31-Jul-24,1928.25,65,Delivered,29.67,1756,172.25,8.93,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00088245,SP15,P07,G1,22-Sep-23,3251.25,204,Delivered,15.94,1223.49,2027.76,62.37,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,India,APAC,9.94,0,,,
S00088248,SP15,P07,G3,09-Jan-25,7785,458,Shipped,17,3232.48,4552.52,58.48,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,Canada,Americas,9.94,0,,,
S00088249,SP15,P07,G4,05-Nov-24,4943.25,275,Delivered,17.98,2209.75,2733.5,55.3,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,New Zealand,APAC,9.94,0,,,
S00088262,SP15,P07,G3,04-Sep-23,10451.25,804,Cancelled,13,2459.49,7991.76,76.47,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,Canada,Americas,9.94,1,,,
S00088264,SP15,P07,G4,26-Jul-23,1397.25,83,Delivered,16.83,572.23,825.02,59.05,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,New Zealand,APAC,9.94,0,,,
S00088266,SP15,P07,G5,06-May-24,1120.5,87,Delivered,12.88,255.72,864.78,77.18,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,Australia,APAC,9.94,0,,,
S00088270,SP15,P07,G1,04-Jan-23,8952.75,472,Delivered,18.97,4261.07,4691.68,52.4,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,India,APAC,9.94,0,,,
S00088272,SP15,P07,G1,13-Mar-24,9128.25,481,Delivered,18.98,4347.11,4781.14,52.38,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,India,APAC,9.94,0,,,
S00088273,SP15,P07,G1,26-Jul-23,15439.5,965,Delivered,16,5847.4,9592.1,62.13,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,India,APAC,9.94,0,,,
S00088278,SP15,P07,G4,16-May-23,6129,511,Delivered,11.99,1049.66,5079.34,82.87,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,New Zealand,APAC,9.94,0,,,
S00088279,SP15,P07,G4,23-Jan-25,6333.75,528,Shipped,12,1085.43,5248.32,82.86,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,New Zealand,APAC,9.94,0,,,
S00088283,SP15,P07,G6,19-Sep-24,16047,1338,Delivered,11.99,2747.28,13299.72,82.88,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,UK,Europe,9.94,0,,,
S00088284,SP15,P17,G1,26-Jun-24,11682,450,Cancelled,25.96,7888.5,3793.5,32.47,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,1,,,
S00088296,SP15,P17,G5,10-Dec-24,15725.25,684,Delivered,22.99,9959.13,5766.12,36.67,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0,,,
S00088301,SP15,P17,G1,09-Jun-23,650.25,23,Delivered,28.27,456.36,193.89,29.82,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0,,,
S00088304,SP15,P17,G3,19-Jan-23,4002.75,175,Cancelled,22.87,2527.5,1475.25,36.86,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,Canada,Americas,8.43,1,,,
S00088321,SP15,P17,G4,26-Jun-24,2628,120,Delivered,21.9,1616.4,1011.6,38.49,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0,,,
S00088331,SP15,P17,G2,13-Jan-25,2943,134,Shipped,21.96,1813.38,1129.62,38.38,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0,,,
S00088334,SP15,P17,G4,22-Nov-24,18144,626,Delivered,28.98,12866.82,5277.18,29.08,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0,,,
S00088335,SP15,P17,G4,10-Dec-24,1037.25,42,Delivered,24.7,683.19,354.06,34.13,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0,,,
S00088351,SP15,P17,G5,16-Jan-24,9333,346,Delivered,26.97,6416.22,2916.78,31.25,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0,,,
S00088353,SP15,P17,G6,11-Jul-24,3953.25,159,Delivered,24.86,2612.88,1340.37,33.91,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,UK,Europe,8.43,0,,,
S00088356,SP15,P08,G1,14-Aug-24,4869,348,Delivered,13.99,2178.96,2690.04,55.25,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,India,APAC,7.73,0,,,
S00088359,SP15,P08,G2,23-Jan-25,6072.75,553,Shipped,10.98,1798.06,4274.69,70.39,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,USA,Americas,7.73,0,,,
S00088379,SP15,P08,G5,25-Jan-23,4333.5,482,Delivered,8.99,607.64,3725.86,85.98,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,Australia,APAC,7.73,0,,,
S00088381,SP15,P08,G6,06-Feb-25,7607.25,692,Shipped,10.99,2258.09,5349.16,70.32,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,UK,Europe,7.73,0,,,
S00088387,SP15,P08,G2,16-Aug-24,6158.25,474,Delivered,12.99,2494.23,3664.02,59.5,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,USA,Americas,7.73,0,,,
S00088392,SP15,P08,G5,18-Mar-25,1838.25,123,Placed,14.95,887.46,950.79,51.72,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,Australia,APAC,7.73,0,,,
S00088395,SP15,P08,G6,19-Feb-24,11164.5,931,Delivered,11.99,3967.87,7196.63,64.46,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,UK,Europe,7.73,0,,,
S00088401,SP15,P08,G2,14-Dec-23,3199.5,214,Cancelled,14.95,1545.28,1654.22,51.7,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,USA,Americas,7.73,1,,,
S00088410,SP15,P08,G1,06-May-24,5958,373,Cancelled,15.97,3074.71,2883.29,48.39,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,India,APAC,7.73,1,,,
S00088419,SP15,P08,G4,01-Sep-23,6318,452,Delivered,13.98,2824.04,3493.96,55.3,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0,,,
S00088435,SP15,P08,G5,21-Dec-23,6705,479,Delivered,14,3002.33,3702.67,55.22,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,Australia,APAC,7.73,0,,,
S00088445,SP15,P13,G4,14-Feb-23,8500.5,1417,Delivered,6,-6392.17,14892.67,175.2,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,New Zealand,APAC,10.51,0,,,
S00088450,SP15,P13,G5,17-Jun-24,12366,1237,Delivered,10,-634.87,13000.87,105.13,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,Australia,APAC,10.51,0,,,
S00088453,SP15,P13,G1,13-Mar-24,15095.25,1258,Delivered,12,1873.67,13221.58,87.59,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,India,APAC,10.51,0,,,
S00088454,SP15,P13,G1,31-Jan-25,6300,700,Shipped,9,-1057,7357,116.78,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,India,APAC,10.51,0,,,
S00088458,SP15,P13,G3,24-Mar-25,4844.25,969,Placed,5,-5339.94,10184.19,210.23,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,Canada,Americas,10.51,0,,,
S00088464,SP15,P13,G5,15-Oct-24,4322.25,541,Delivered,7.99,-1363.66,5685.91,131.55,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,Australia,APAC,10.51,0,,,
S00088465,SP15,P13,G6,03-Jul-24,13581,1941,Delivered,7,-6818.91,20399.91,150.21,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,UK,Europe,10.51,0,,,
S00088476,SP15,P13,G5,13-Aug-24,12465,2078,Delivered,6,-9374.78,21839.78,175.21,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,Australia,APAC,10.51,0,,,
S00088480,SP15,P13,G1,26-Jan-23,5791.5,966,Delivered,6,-4361.16,10152.66,175.3,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,India,APAC,10.51,0,,,
S00088497,SP15,P02,G1,11-Dec-24,7904.25,565,Delivered,13.99,3678.05,4226.2,53.47,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,India,APAC,7.48,0,,,
S00088501,SP15,P02,G4,26-Jul-23,3539.25,443,Delivered,7.99,225.61,3313.64,93.63,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,New Zealand,APAC,7.48,0,,,
S00088506,SP15,P02,G5,15-Jun-23,2949.75,295,Delivered,10,743.15,2206.6,74.81,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,Australia,APAC,7.48,0,,,
S00088511,SP15,P02,G1,26-Jun-23,1982.25,166,Delivered,11.94,740.57,1241.68,62.64,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,India,APAC,7.48,0,,,
S00088513,SP15,P02,G2,12-Nov-24,2470.5,206,Delivered,11.99,929.62,1540.88,62.37,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,USA,Americas,7.48,0,,,
S00088515,SP15,P02,G4,27-Sep-24,877.5,80,Delivered,10.97,279.1,598.4,68.19,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,New Zealand,APAC,7.48,0,,,
S00088516,SP15,P02,G4,28-Mar-23,2430,221,Delivered,11,776.92,1653.08,68.03,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,New Zealand,APAC,7.48,0,,,
S00088518,SP15,P02,G5,06-Feb-24,6070.5,552,Delivered,11,1941.54,4128.96,68.02,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,Australia,APAC,7.48,0,,,
S00088523,SP15,P20,G1,15-May-24,4758.75,433,Delivered,10.99,3563.67,1195.08,25.11,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0,,,
S00088528,SP15,P20,G3,17-Nov-23,3381.75,484,Delivered,6.99,2045.91,1335.84,39.5,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,Canada,Americas,2.76,0,,,
S00088533,SP15,P20,G5,06-Feb-25,3332.25,371,Shipped,8.98,2308.29,1023.96,30.73,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,Australia,APAC,2.76,0,,,
S00088534,SP15,P20,G5,29-Nov-23,10935,1215,Delivered,9,7581.6,3353.4,30.67,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,Australia,APAC,2.76,0,,,
S00088536,SP15,P20,G1,17-Feb-25,9427.5,786,Shipped,11.99,7258.14,2169.36,23.01,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0,,,
S00088540,SP15,P20,G2,17-Oct-23,1797.75,257,Delivered,7,1088.43,709.32,39.46,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,USA,Americas,2.76,0,,,
S00088554,SP15,P20,G2,09-Aug-23,13.5,2,Delivered,6.75,7.98,5.52,40.89,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,USA,Americas,2.76,0,,,
S00088565,SP15,P20,G1,17-Jun-24,12710.25,1589,Delivered,8,8324.61,4385.64,34.5,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0,,,
S00088569,SP15,P20,G2,16-Jul-24,4722.75,591,Delivered,7.99,3091.59,1631.16,34.54,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,USA,Americas,2.76,0,,,
S00088570,SP15,P20,G3,13-Aug-24,5141.25,468,Delivered,10.99,3849.57,1291.68,25.12,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,Canada,Americas,2.76,0,,,
S00088582,SP15,P20,G2,25-Jul-23,5584.5,430,Delivered,12.99,4397.7,1186.8,21.25,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,USA,Americas,2.76,0,,,
S00088589,SP15,P20,G5,20-Jan-25,2472.75,248,Shipped,9.97,1788.27,684.48,27.68,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,Australia,APAC,2.76,0,,,
S00088595,SP15,P20,G1,13-Dec-23,2679.75,298,Delivered,8.99,1857.27,822.48,30.69,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0,,,
S00088598,SP15,P20,G3,22-Aug-24,279,40,Cancelled,6.98,168.6,110.4,39.57,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,Canada,Americas,2.76,1,,,
S00088614,SP15,P09,G4,18-Dec-23,6417,357,Delivered,17.97,5103.24,1313.76,20.47,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,New Zealand,APAC,3.68,0,,,
S00088615,SP15,P09,G4,22-Nov-24,216,17,Delivered,12.71,153.44,62.56,28.96,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,New Zealand,APAC,3.68,0,,,
S00088622,SP15,P09,G1,09-Jan-25,182.25,13,Shipped,14.02,134.41,47.84,26.25,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,India,APAC,3.68,0,,,
S00088623,SP15,P09,G1,17-Mar-25,1023.75,61,Placed,16.78,799.27,224.48,21.93,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,India,APAC,3.68,0,,,
S00088627,SP15,P09,G4,03-Sep-24,2799,187,Delivered,14.97,2110.84,688.16,24.59,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,New Zealand,APAC,3.68,0,,,
S00088652,SP15,P09,G2,15-Jul-24,8538.75,657,Delivered,13,6120.99,2417.76,28.32,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,USA,Americas,3.68,0,,,
S00088654,SP15,P09,G3,17-Oct-23,12159,811,Delivered,14.99,9174.52,2984.48,24.55,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,Canada,Americas,3.68,0,,,
S00088662,SP15,P18,G1,14-Jun-24,9562.5,479,Delivered,19.96,6305.3,3257.2,34.06,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,India,APAC,6.8,0,,,
S00088665,SP15,P18,G1,05-Feb-25,8235,393,Shipped,20.95,5562.6,2672.4,32.45,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,India,APAC,6.8,0,,,
S00088679,SP15,P18,G1,15-Aug-23,6432.75,269,Delivered,23.91,4603.55,1829.2,28.44,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,India,APAC,6.8,0,,,
S00088685,SP15,P18,G4,04-Jul-24,2772,116,Delivered,23.9,1983.2,788.8,28.46,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,New Zealand,APAC,6.8,0,,,
S00088687,SP15,P18,G5,04-Aug-23,6799.5,358,Delivered,18.99,4365.1,2434.4,35.8,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,Australia,APAC,6.8,0,,,
S00088695,SP15,P18,G2,18-Dec-24,6408,267,Cancelled,24,4592.4,1815.6,28.33,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,USA,Americas,6.8,1,,,
S00088704,SP15,P14,G1,09-Oct-24,9301.5,358,Delivered,25.98,6999.56,2301.94,24.75,Dinanath Simhambhatla,Yummies,White Choc,Other,India,APAC,6.43,0,,,
S00088706,SP15,P14,G1,03-Aug-23,4306.5,188,Delivered,22.91,3097.66,1208.84,28.07,Dinanath Simhambhatla,Yummies,White Choc,Other,India,APAC,6.43,0,,,
S00088707,SP15,P14,G1,12-Mar-25,3838.5,138,Placed,27.82,2951.16,887.34,23.12,Dinanath Simhambhatla,Yummies,White Choc,Other,India,APAC,6.43,0,,,
S00088709,SP15,P14,G2,12-Oct-23,17664.75,655,Delivered,26.97,13453.1,4211.65,23.84,Dinanath Simhambhatla,Yummies,White Choc,Other,USA,Americas,6.43,0,,,
S00088715,SP15,P14,G5,18-Dec-24,7386.75,285,Delivered,25.92,5554.2,1832.55,24.81,Dinanath Simhambhatla,Yummies,White Choc,Other,Australia,APAC,6.43,0,,,
S00088719,SP15,P14,G1,15-Sep-23,6671.25,278,Delivered,24,4883.71,1787.54,26.79,Dinanath Simhambhatla,Yummies,White Choc,Other,India,APAC,6.43,0,,,
S00088721,SP15,P14,G1,11-Aug-23,7204.5,267,Delivered,26.98,5487.69,1716.81,23.83,Dinanath Simhambhatla,Yummies,White Choc,Other,India,APAC,6.43,0,,,
S00088723,SP15,P14,G2,11-Mar-24,2423.25,111,Delivered,21.83,1709.52,713.73,29.45,Dinanath Simhambhatla,Yummies,White Choc,Other,USA,Americas,6.43,0,,,
S00088726,SP15,P14,G4,07-Mar-25,4873.5,195,Placed,24.99,3619.65,1253.85,25.73,Dinanath Simhambhatla,Yummies,White Choc,Other,New Zealand,APAC,6.43,0,,,
S00088730,SP15,P14,G5,10-Jul-24,3084.75,135,Delivered,22.85,2216.7,868.05,28.14,Dinanath Simhambhatla,Yummies,White Choc,Other,Australia,APAC,6.43,0,,,
S00088735,SP15,P14,G1,17-Jul-24,4817.25,173,Delivered,27.85,3704.86,1112.39,23.09,Dinanath Simhambhatla,Yummies,White Choc,Other,India,APAC,6.43,0,,,
S00088742,SP15,P14,G5,09-Jan-25,5406.75,201,Shipped,26.9,4114.32,1292.43,23.9,Dinanath Simhambhatla,Yummies,White Choc,Other,Australia,APAC,6.43,0,,,
S00088747,SP15,P14,G1,20-Aug-24,5760,214,Delivered,26.92,4383.98,1376.02,23.89,Dinanath Simhambhatla,Yummies,White Choc,Other,India,APAC,6.43,0,,,
S00088759,SP15,P14,G6,13-Oct-23,1176.75,44,Delivered,26.74,893.83,282.92,24.04,Dinanath Simhambhatla,Yummies,White Choc,Other,UK,Europe,6.43,0,,,
S00088765,SP15,P01,G2,05-Jul-23,1935,97,Delivered,19.95,1424.78,510.22,26.37,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,USA,Americas,5.26,0,,,
S00088773,SP15,P01,G6,28-Dec-23,9470.25,395,Delivered,23.98,7392.55,2077.7,21.94,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,UK,Europe,5.26,0,,,
S00088782,SP15,P01,G4,19-Jan-24,4407.75,192,Delivered,22.96,3397.83,1009.92,22.91,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,New Zealand,APAC,5.26,0,,,
S00088786,SP15,P01,G5,04-Jan-24,6489,250,Delivered,25.96,5174,1315,20.27,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,Australia,APAC,5.26,0,,,
S00088798,SP15,P01,G5,02-Nov-23,6610.5,301,Delivered,21.96,5027.24,1583.26,23.95,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,Australia,APAC,5.26,0,,,
S00088800,SP15,P01,G5,04-Jul-23,2812.5,149,Delivered,18.88,2028.76,783.74,27.87,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,Australia,APAC,5.26,0,,,
S00088803,SP15,P01,G1,19-Aug-24,6313.5,333,Delivered,18.96,4561.92,1751.58,27.74,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,India,APAC,5.26,0,,,
S00088808,SP15,P01,G3,22-Aug-24,7312.5,366,Delivered,19.98,5387.34,1925.16,26.33,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,Canada,Americas,5.26,0,,,
S00088813,SP15,P01,G5,25-Apr-23,6459.75,308,Delivered,20.97,4839.67,1620.08,25.08,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,Australia,APAC,5.26,0,,,
S00088815,SP15,P01,G6,26-Jul-24,7557.75,398,Delivered,18.99,5464.27,2093.48,27.7,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,UK,Europe,5.26,0,,,
S00088816,SP15,P06,G1,20-May-24,3363.75,374,Delivered,8.99,1003.81,2359.94,70.16,Dinanath Simhambhatla,Yummies,Eclairs,Bites,India,APAC,6.31,0,,,
S00088828,SP15,P06,G5,08-Nov-23,15912,1989,Delivered,8,3361.41,12550.59,78.88,Dinanath Simhambhatla,Yummies,Eclairs,Bites,Australia,APAC,6.31,0,,,
S00088853,SP15,P06,G4,02-Apr-24,12570.75,1796,Delivered,7,1237.99,11332.76,90.15,Dinanath Simhambhatla,Yummies,Eclairs,Bites,New Zealand,APAC,6.31,0,,,
S00088857,SP15,P06,G6,08-Feb-24,8327.25,694,Delivered,12,3948.11,4379.14,52.59,Dinanath Simhambhatla,Yummies,Eclairs,Bites,UK,Europe,6.31,0,,,
S00088864,SP15,P06,G3,15-Apr-24,13212,1652,Delivered,8,2787.88,10424.12,78.9,Dinanath Simhambhatla,Yummies,Eclairs,Bites,Canada,Americas,6.31,0,,,
S00088866,SP15,P06,G4,06-Dec-24,1923.75,175,Delivered,10.99,819.5,1104.25,57.4,Dinanath Simhambhatla,Yummies,Eclairs,Bites,New Zealand,APAC,6.31,0,,,
S00088869,SP15,P06,G5,27-Jan-25,1172.25,131,Cancelled,8.95,345.64,826.61,70.51,Dinanath Simhambhatla,Yummies,Eclairs,Bites,Australia,APAC,6.31,1,,,
S00088885,SP15,P19,G6,11-Feb-25,16510.5,869,Shipped,19,12130.74,4379.76,26.53,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,UK,Europe,5.04,0,,,
S00088898,SP15,P19,G5,31-Mar-25,7200,343,Placed,20.99,5471.28,1728.72,24.01,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,Australia,APAC,5.04,0,,,
S00088902,SP15,P19,G1,20-Jan-25,14355,575,Shipped,24.97,11457,2898,20.19,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,India,APAC,5.04,0,,,
