ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status,Revenue_per_box,Profit,Cost_price,Profit_Margin%,Sales_Person,Team,Product,Category,Country,Region,Cost_per_box,cancelled
S00085350,SP15,P05,G3,2025-02-21,4763.25,239,Shipped,19.93,3396.17,1367.08,71.29942791161497,Dinanath Simhambhatla,Yummies,Mint Chip Choco,Bars,Canada,Americas,5.72,0
S00085358,SP15,P12,G1,2023-04-27,7870.5,343,Delivered,22.95,6244.68,1625.82,79.34286258814561,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,India,APAC,4.74,0
S00085362,SP15,P12,G2,2025-01-07,1788.75,82,Shipped,21.81,1400.07,388.68,78.27085953878407,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,USA,Americas,4.74,0
S00085366,SP15,P12,G4,2024-04-02,2601.0,131,Delivered,19.85,1980.06,620.94,76.12687427912341,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,New Zealand,APAC,4.74,0
S00085367,SP15,P12,G4,2023-07-31,9940.5,433,Delivered,22.96,7888.08,2052.42,79.35295005281424,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,New Zealand,APAC,4.74,0
S00085369,SP15,P12,G5,2023-08-09,3507.75,176,Delivered,19.93,2673.51,834.24,76.21723326918965,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0
S00085374,SP15,P12,G1,2024-08-28,5431.5,302,Cancelled,17.99,4000.02,1431.48,73.64484948909141,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,India,APAC,4.74,1
S00085384,SP15,P12,G5,2023-09-13,6826.5,380,Delivered,17.96,5025.3,1801.2,73.61459019995606,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0
S00085388,SP15,P12,G1,2023-06-30,6759.0,308,Delivered,21.94,5299.08,1459.92,78.40035508211274,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,India,APAC,4.74,0
S00085389,SP15,P12,G1,2024-08-08,7029.0,320,Delivered,21.97,5512.2,1516.8,78.42082799829278,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,India,APAC,4.74,0
S00085392,SP15,P12,G3,2023-07-06,10602.0,505,Delivered,20.99,8208.3,2393.7,77.42218449349178,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,Canada,Americas,4.74,0
S00085398,SP15,P12,G5,2024-11-06,2704.5,136,Delivered,19.89,2059.86,644.64,76.16417082640045,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0
S00085399,SP15,P12,G6,2024-11-22,5481.0,261,Delivered,21.0,4243.86,1237.14,77.42857142857143,Dinanath Simhambhatla,Yummies,Fruit & Nut Bars,Bars,UK,Europe,4.74,0
S00085401,SP15,P03,G1,2025-02-11,18.0,1,Shipped,18.0,12.85,5.15,71.38888888888889,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,India,APAC,5.15,0
S00085411,SP15,P03,G5,2024-11-05,2547.0,122,Delivered,20.88,1918.7,628.3,75.33176285826463,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,Australia,APAC,5.15,0
S00085412,SP15,P03,G5,2024-06-14,3395.25,155,Delivered,21.9,2597.0,798.25,76.48921287092261,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,Australia,APAC,5.15,0
S00085413,SP15,P03,G6,2025-01-24,6995.25,350,Shipped,19.99,5192.75,1802.5,74.23251492083914,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,UK,Europe,5.15,0
S00085416,SP15,P03,G1,2023-10-09,3244.5,142,Delivered,22.85,2513.2,731.3,77.46031746031746,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,India,APAC,5.15,0
S00085418,SP15,P03,G2,2023-11-29,195.75,10,Delivered,19.58,144.25,51.5,73.69093231162196,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,USA,Americas,5.15,0
S00085425,SP15,P03,G5,2023-07-17,2776.5,133,Delivered,20.88,2091.55,684.95,75.33045200792365,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,Australia,APAC,5.15,0
S00085433,SP15,P03,G2,2025-02-05,272.25,17,Shipped,16.01,184.7,87.55,67.84205693296602,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,USA,Americas,5.15,0
S00085445,SP15,P03,G1,2024-07-26,6543.0,328,Cancelled,19.95,4853.8,1689.2,74.18309643894239,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,India,APAC,5.15,1
S00085457,SP15,P03,G1,2024-01-29,2760.75,146,Delivered,18.91,2008.85,751.9,72.76464728787467,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,India,APAC,5.15,0
S00085478,SP15,P03,G4,2023-09-06,5697.0,285,Delivered,19.99,4229.25,1467.75,74.2364402317009,Dinanath Simhambhatla,Yummies,Almond Choco,Bars,New Zealand,APAC,5.15,0
S00085491,SP15,P22,G4,2023-07-06,1876.5,63,Delivered,29.79,1709.55,166.95,91.1031175059952,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0
S00085492,SP15,P22,G4,2023-12-08,5595.75,181,Cancelled,30.92,5116.1,479.65,91.42831613277936,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,1
S00085531,SP15,P22,G2,2024-07-12,6477.75,240,Delivered,26.99,5841.75,636.0,90.18177607965728,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,USA,Americas,2.65,0
S00085539,SP15,P22,G6,2024-06-05,774.0,30,Delivered,25.8,694.5,79.5,89.72868217054264,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,UK,Europe,2.65,0
S00085544,SP15,P22,G2,2024-02-27,4322.25,155,Delivered,27.89,3911.5,410.75,90.49684770663427,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,USA,Americas,2.65,0
S00085551,SP15,P22,G5,2023-12-12,2344.5,91,Delivered,25.76,2103.35,241.15,89.71422478140329,Dinanath Simhambhatla,Yummies,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0
S00085554,SP15,P07,G1,2023-10-11,690.75,58,Delivered,11.91,114.23,576.52,16.537097357944262,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,India,APAC,9.94,0
S00085556,SP15,P07,G1,2024-01-04,16123.5,896,Delivered,17.99,7217.26,8906.24,44.76236549136354,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,India,APAC,9.94,0
S00085557,SP15,P07,G1,2023-08-30,6966.0,498,Delivered,13.99,2015.88,4950.12,28.938845822566755,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,India,APAC,9.94,0
S00085560,SP15,P07,G3,2023-07-17,31.5,3,Cancelled,10.5,1.68,29.82,5.333333333333333,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,Canada,Americas,9.94,1
S00085566,SP15,P07,G5,2023-07-13,7454.25,393,Delivered,18.97,3547.83,3906.42,47.59472783982292,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,Australia,APAC,9.94,0
S00085574,SP15,P07,G3,2023-07-26,1928.25,114,Delivered,16.91,795.09,1133.16,41.23376118241929,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,Canada,Americas,9.94,0
S00085580,SP15,P07,G5,2024-07-25,6689.25,558,Delivered,11.99,1142.73,5546.52,17.083081062899428,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,Australia,APAC,9.94,0
S00085585,SP15,P07,G1,2024-01-19,821.25,55,Delivered,14.93,274.55,546.7,33.430745814307464,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,India,APAC,9.94,0
S00085590,SP15,P07,G4,2023-07-24,1872.0,104,Delivered,18.0,838.24,1033.76,44.77777777777778,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,New Zealand,APAC,9.94,0
S00085591,SP15,P07,G4,2023-06-14,6178.5,326,Delivered,18.95,2938.06,3240.44,47.55296593024197,Dinanath Simhambhatla,Yummies,Drinking Coco,Other,New Zealand,APAC,9.94,0
S00085596,SP15,P17,G1,2023-05-08,3190.5,139,Delivered,22.95,2018.73,1171.77,63.27315467795016,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00085604,SP15,P17,G4,2023-10-13,12021.75,446,Delivered,26.95,8261.97,3759.78,68.725185601098,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0
S00085619,SP15,P17,G4,2024-12-04,2040.75,71,Cancelled,28.74,1442.22,598.53,70.67107680999632,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,1
S00085624,SP15,P17,G1,2023-04-20,6135.75,228,Delivered,26.91,4213.71,1922.04,68.67473414008067,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00085626,SP15,P17,G1,2024-04-05,8806.5,304,Delivered,28.97,6243.78,2562.72,70.89967637540452,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00085630,SP15,P17,G3,2023-11-28,1383.75,50,Delivered,27.68,962.25,421.5,69.53929539295393,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,Canada,Americas,8.43,0
S00085633,SP15,P17,G4,2023-01-26,2904.75,112,Delivered,25.94,1960.59,944.16,67.49599793441776,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0
S00085638,SP15,P17,G1,2023-06-12,10235.25,410,Delivered,24.96,6778.95,3456.3,66.23140616985418,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00085642,SP15,P17,G2,2025-03-26,3971.25,159,Placed,24.98,2630.88,1340.37,66.24815864022663,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0
S00085655,SP15,P17,G1,2024-04-15,1410.75,62,Delivered,22.75,888.09,522.66,62.951621477937266,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00085657,SP15,P17,G2,2024-01-24,20493.0,891,Delivered,23.0,12981.87,7511.13,63.34782608695653,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,USA,Americas,8.43,0
S00085658,SP15,P17,G3,2024-12-30,17302.5,721,Delivered,24.0,11224.47,6078.03,64.87195491980927,Dinanath Simhambhatla,Yummies,Caramel Stuffed Bars,Bars,Canada,Americas,8.43,0
S00085679,SP15,P08,G6,2023-12-07,735.75,62,Delivered,11.87,256.49,479.26,34.861026163778455,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,UK,Europe,7.73,0
S00085682,SP15,P08,G1,2024-06-28,4311.0,360,Delivered,11.98,1528.2,2782.8,35.44885177453027,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,India,APAC,7.73,0
S00085693,SP15,P08,G6,2024-05-14,398.25,31,Delivered,12.85,158.62,239.63,39.82925298179536,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,UK,Europe,7.73,0
S00085696,SP15,P08,G1,2024-09-19,8349.75,597,Delivered,13.99,3734.94,4614.81,44.73115961555735,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,India,APAC,7.73,0
S00085699,SP15,P08,G2,2024-12-23,4268.25,329,Delivered,12.97,1725.08,2543.17,40.41656416564165,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,USA,Americas,7.73,0
S00085724,SP15,P08,G1,2024-02-05,135.0,15,Delivered,9.0,19.05,115.95,14.11111111111111,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,India,APAC,7.73,0
S00085726,SP15,P08,G2,2025-01-13,20184.75,2019,Shipped,10.0,4577.88,15606.87,22.679894474789137,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,USA,Americas,7.73,0
S00085741,SP15,P08,G2,2025-02-21,4160.25,321,Shipped,12.96,1678.92,2481.33,40.35622859203173,Dinanath Simhambhatla,Yummies,99% Dark & Pure,Bars,USA,Americas,7.73,0
S00085764,SP15,P13,G1,2024-01-05,4918.5,820,Cancelled,6.0,-3699.7,8618.2,-75.22008742502794,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,India,APAC,10.51,1
S00085768,SP15,P13,G2,2023-12-22,12215.25,1358,Delivered,9.0,-2057.33,14272.58,-16.842307771023922,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,USA,Americas,10.51,0
S00085769,SP15,P13,G2,2024-11-29,848.25,71,Delivered,11.95,102.04,746.21,12.029472443265547,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,USA,Americas,10.51,0
S00085792,SP15,P13,G1,2024-04-09,2958.75,370,Delivered,8.0,-929.95,3888.7,-31.430502746092102,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,India,APAC,10.51,0
S00085796,SP15,P13,G2,2024-01-16,499.5,84,Delivered,5.95,-383.34,882.84,-76.74474474474474,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,USA,Americas,10.51,0
S00085797,SP15,P13,G2,2023-11-23,10732.5,1342,Delivered,8.0,-3371.92,14104.42,-31.417843000232935,Dinanath Simhambhatla,Yummies,85% Dark Bars,Bars,USA,Americas,10.51,0
S00085810,SP15,P02,G2,2024-01-12,13122.0,938,Delivered,13.99,6105.76,7016.24,46.53071178174059,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,USA,Americas,7.48,0
S00085821,SP15,P02,G1,2023-09-11,1624.5,117,Delivered,13.88,749.34,875.16,46.12742382271469,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,India,APAC,7.48,0
S00085822,SP15,P02,G1,2024-06-05,6088.5,406,Delivered,15.0,3051.62,3036.88,50.12104787714544,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,India,APAC,7.48,0
S00085827,SP15,P02,G4,2023-07-31,6072.75,405,Delivered,14.99,3043.35,3029.4,50.11485735457577,Dinanath Simhambhatla,Yummies,50% Dark Bites,Bites,New Zealand,APAC,7.48,0
S00085834,SP15,P20,G1,2023-11-22,4038.75,577,Delivered,7.0,2446.23,1592.52,60.56898792943362,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00085843,SP15,P20,G4,2024-01-09,4862.25,608,Delivered,8.0,3184.17,1678.08,65.48758290914701,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0
S00085850,SP15,P20,G1,2024-07-26,1863.0,267,Delivered,6.98,1126.08,736.92,60.44444444444444,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00085853,SP15,P20,G2,2024-12-13,5044.5,841,Delivered,6.0,2723.34,2321.16,53.98632173654475,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,USA,Americas,2.76,0
S00085856,SP15,P20,G4,2025-02-17,4653.0,665,Shipped,7.0,2817.6,1835.4,60.55448098001289,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0
S00085882,SP15,P20,G3,2023-12-13,4122.0,375,Delivered,10.99,3087.0,1035.0,74.89082969432314,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,Canada,Americas,2.76,0
S00085896,SP15,P20,G3,2024-04-24,2997.0,429,Delivered,6.99,1812.96,1184.04,60.49249249249249,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,Canada,Americas,2.76,0
S00085905,SP15,P20,G1,2024-12-10,4470.75,746,Delivered,5.99,2411.79,2058.96,53.9459822177487,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,India,APAC,2.76,0
S00085909,SP15,P20,G2,2024-10-17,6410.25,494,Delivered,12.98,5046.81,1363.44,78.73031473031473,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,USA,Americas,2.76,0
S00085913,SP15,P20,G4,2025-02-13,724.5,61,Shipped,11.88,556.14,168.36,76.76190476190476,Dinanath Simhambhatla,Yummies,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0
S00085927,SP15,P09,G4,2024-07-01,3235.5,216,Delivered,14.98,2440.62,794.88,75.43254520166897,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,New Zealand,APAC,3.68,0
S00085929,SP15,P09,G5,2024-10-07,182.25,11,Delivered,16.57,141.77,40.48,77.78875171467764,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,Australia,APAC,3.68,0
S00085942,SP15,P09,G5,2023-05-18,927.0,72,Delivered,12.88,662.04,264.96,71.41747572815534,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,Australia,APAC,3.68,0
S00085949,SP15,P09,G1,2025-01-23,614.25,35,Shipped,17.55,485.45,128.8,79.03133903133903,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,India,APAC,3.68,0
S00085951,SP15,P09,G2,2023-07-24,13020.75,766,Delivered,17.0,10201.87,2818.88,78.3508630455235,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,USA,Americas,3.68,0
S00085957,SP15,P09,G5,2023-07-24,508.5,27,Delivered,18.83,409.14,99.36,80.46017699115045,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,Australia,APAC,3.68,0
S00085960,SP15,P09,G1,2024-07-15,544.5,42,Delivered,12.96,389.94,154.56,71.61432506887053,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,India,APAC,3.68,0
S00085971,SP15,P09,G5,2023-01-03,8284.5,415,Delivered,19.96,6757.3,1527.2,81.56557426519404,Dinanath Simhambhatla,Yummies,Orange Choco,Bars,Australia,APAC,3.68,0
S00085975,SP15,P18,G1,2024-06-27,11225.25,511,Delivered,21.97,7750.45,3474.8,69.04478742121556,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,India,APAC,6.8,0
S00085983,SP15,P18,G4,2024-08-09,9256.5,371,Delivered,24.95,6733.7,2522.8,72.74563820018365,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,New Zealand,APAC,6.8,0
S00085990,SP15,P18,G1,2024-07-01,3192.75,146,Delivered,21.87,2199.95,992.8,68.90454936966565,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,India,APAC,6.8,0
S00085996,SP15,P18,G4,2024-06-19,9623.25,385,Delivered,25.0,7005.25,2618.0,72.79505364611748,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,New Zealand,APAC,6.8,0
S00085997,SP15,P18,G4,2023-10-31,6068.25,243,Delivered,24.97,4415.85,1652.4,72.76974416017798,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,New Zealand,APAC,6.8,0
S00086007,SP15,P18,G2,2024-08-14,9690.75,462,Cancelled,20.98,6549.15,3141.6,67.58145654361117,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,USA,Americas,6.8,1
S00086008,SP15,P18,G3,2024-04-26,6684.75,268,Delivered,24.94,4862.35,1822.4,72.73794831519503,Dinanath Simhambhatla,Yummies,Manuka Honey Choco,Other,Canada,Americas,6.8,0
S00086032,SP15,P14,G1,2023-07-03,3989.25,190,Delivered,21.0,2767.55,1221.7,69.37519583881682,Dinanath Simhambhatla,Yummies,White Choc,Other,India,APAC,6.43,0
S00086050,SP15,P14,G3,2023-10-13,785.25,31,Delivered,25.33,585.92,199.33,74.61572747532632,Dinanath Simhambhatla,Yummies,White Choc,Other,Canada,Americas,6.43,0
S00086051,SP15,P14,G4,2023-06-14,5865.75,218,Delivered,26.91,4464.01,1401.74,76.10297063461621,Dinanath Simhambhatla,Yummies,White Choc,Other,New Zealand,APAC,6.43,0
S00086079,SP15,P01,G4,2024-02-19,6414.75,279,Delivered,22.99,4947.21,1467.54,77.12241318835497,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,New Zealand,APAC,5.26,0
S00086083,SP15,P01,G5,2025-02-05,7773.75,299,Shipped,26.0,6201.01,1572.74,79.76858015758161,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,Australia,APAC,5.26,0
S00086089,SP15,P01,G1,2024-11-18,7089.75,309,Delivered,22.94,5464.41,1625.34,77.07479107161748,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,India,APAC,5.26,0
S00086101,SP15,P01,G1,2023-10-24,10399.5,434,Delivered,23.96,8116.66,2282.84,78.04856002692438,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,India,APAC,5.26,0
S00086109,SP15,P01,G4,2025-01-16,2758.5,120,Shipped,22.99,2127.3,631.2,77.11799891245242,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,New Zealand,APAC,5.26,0
S00086112,SP15,P01,G5,2024-11-04,771.75,37,Delivered,20.86,577.13,194.62,74.78198898607062,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,Australia,APAC,5.26,0
S00086113,SP15,P01,G6,2023-10-18,11920.5,628,Delivered,18.98,8617.22,3303.28,72.2890818338157,Dinanath Simhambhatla,Yummies,Milk Bars,Bars,UK,Europe,5.26,0
S00086134,SP15,P06,G3,2023-01-16,7764.75,648,Delivered,11.98,3675.87,4088.88,47.3404810199942,Dinanath Simhambhatla,Yummies,Eclairs,Bites,Canada,Americas,6.31,0
S00086159,SP15,P06,G1,2024-02-12,5220.0,746,Delivered,7.0,512.74,4707.26,9.822605363984675,Dinanath Simhambhatla,Yummies,Eclairs,Bites,India,APAC,6.31,0
S00086164,SP15,P06,G4,2025-01-21,4414.5,442,Shipped,9.99,1625.48,2789.02,36.8213840752067,Dinanath Simhambhatla,Yummies,Eclairs,Bites,New Zealand,APAC,6.31,0
S00086167,SP15,P06,G5,2023-06-12,4999.5,715,Delivered,6.99,487.85,4511.65,9.757975797579759,Dinanath Simhambhatla,Yummies,Eclairs,Bites,Australia,APAC,6.31,0
S00086180,SP15,P06,G5,2023-03-08,828.0,60,Delivered,13.8,449.4,378.6,54.27536231884058,Dinanath Simhambhatla,Yummies,Eclairs,Bites,Australia,APAC,6.31,0
S00086182,SP15,P06,G5,2023-11-06,4844.25,539,Cancelled,8.99,1443.16,3401.09,29.791195747535742,Dinanath Simhambhatla,Yummies,Eclairs,Bites,Australia,APAC,6.31,1
S00086189,SP15,P19,G2,2023-04-27,4209.75,201,Delivered,20.94,3196.71,1013.04,75.93586317477285,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,USA,Americas,5.04,0
S00086192,SP15,P19,G4,2024-01-02,10842.75,452,Delivered,23.99,8564.67,2278.08,78.98983191533513,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,New Zealand,APAC,5.04,0
S00086199,SP15,P19,G1,2024-12-30,1984.5,91,Delivered,21.81,1525.86,458.64,76.88888888888889,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,India,APAC,5.04,0
S00086203,SP15,P19,G2,2023-02-15,10973.25,578,Delivered,18.98,8060.13,2913.12,73.4525322944433,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,USA,Americas,5.04,0
S00086207,SP15,P19,G4,2024-11-15,6149.25,268,Delivered,22.94,4798.53,1350.72,78.03439443834613,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,New Zealand,APAC,5.04,0
S00086208,SP15,P19,G5,2023-09-27,6939.0,290,Delivered,23.93,5477.4,1461.6,78.93644617380026,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,Australia,APAC,5.04,0
S00086209,SP15,P19,G5,2024-07-19,6707.25,292,Delivered,22.97,5235.57,1471.68,78.05836967460583,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,Australia,APAC,5.04,0
S00086213,SP15,P19,G1,2025-01-13,8244.0,318,Shipped,25.92,6641.28,1602.72,80.55895196506549,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,India,APAC,5.04,0
S00086220,SP15,P19,G4,2024-02-14,681.75,28,Delivered,24.35,540.63,141.12,79.30033003300329,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,New Zealand,APAC,5.04,0
S00086222,SP15,P19,G5,2024-08-23,5107.5,205,Delivered,24.91,4074.3,1033.2,79.77092511013217,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,Australia,APAC,5.04,0
S00086224,SP15,P19,G5,2023-12-14,7940.25,398,Delivered,19.95,5934.33,2005.92,74.73731935392462,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,Australia,APAC,5.04,0
S00086227,SP15,P19,G1,2023-06-13,5953.5,314,Delivered,18.96,4370.94,1582.56,73.41798941798942,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,India,APAC,5.04,0
S00086230,SP15,P19,G2,2024-02-05,1811.25,83,Delivered,21.82,1392.93,418.32,76.90434782608696,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,USA,Americas,5.04,0
S00086239,SP15,P19,G6,2023-11-22,4981.5,227,Delivered,21.94,3837.42,1144.08,77.03342366757,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,UK,Europe,5.04,0
S00086241,SP15,P19,G1,2024-12-16,1541.25,62,Delivered,24.86,1228.77,312.48,79.72554744525547,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,India,APAC,5.04,0
S00086245,SP15,P19,G2,2023-09-06,477.0,24,Delivered,19.88,356.04,120.96,74.64150943396227,Dinanath Simhambhatla,Yummies,70% Dark Bites,Bites,USA,Americas,5.04,0
S00086256,SP15,P15,G1,2023-08-03,4641.75,310,Delivered,14.97,794.65,3847.1,17.119620832660097,Dinanath Simhambhatla,Yummies,Baker's Choco Chips,Bars,India,APAC,12.41,0
S00086266,SP15,P15,G5,2024-12-12,3577.5,256,Delivered,13.97,400.54,3176.96,11.196086652690425,Dinanath Simhambhatla,Yummies,Baker's Choco Chips,Bars,Australia,APAC,12.41,0
S00086269,SP15,P15,G1,2024-05-14,10426.5,652,Delivered,15.99,2335.18,8091.32,22.396585623171724,Dinanath Simhambhatla,Yummies,Baker's Choco Chips,Bars,India,APAC,12.41,0
S00086271,SP15,P15,G1,2023-09-19,933.75,72,Delivered,12.97,40.23,893.52,4.308433734939759,Dinanath Simhambhatla,Yummies,Baker's Choco Chips,Bars,India,APAC,12.41,0
S00086283,SP15,P15,G1,2025-01-20,3352.5,224,Shipped,14.97,572.66,2779.84,17.081580909768828,Dinanath Simhambhatla,Yummies,Baker's Choco Chips,Bars,India,APAC,12.41,0
S00086313,SP15,P15,G1,2023-01-20,958.5,80,Delivered,11.98,-34.3,992.8,-3.5785080855503386,Dinanath Simhambhatla,Yummies,Baker's Choco Chips,Bars,India,APAC,12.41,0
S00086319,SP15,P15,G4,2024-07-12,6250.5,569,Delivered,10.99,-810.79,7061.29,-12.971602271818252,Dinanath Simhambhatla,Yummies,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,0
S00086326,SP15,P11,G1,2025-03-25,2585.25,199,Placed,12.99,549.48,2035.77,21.254424136930666,Dinanath Simhambhatla,Yummies,After Nines,Bites,India,APAC,10.23,0
S00086329,SP15,P11,G2,2024-10-02,5829.75,648,Delivered,9.0,-799.29,6629.04,-13.710536472404478,Dinanath Simhambhatla,Yummies,After Nines,Bites,USA,Americas,10.23,0
S00086334,SP15,P11,G5,2023-12-14,7440.75,745,Delivered,9.99,-180.6,7621.35,-2.4271746799717766,Dinanath Simhambhatla,Yummies,After Nines,Bites,Australia,APAC,10.23,0
S00086340,SP15,P11,G1,2024-10-21,4997.25,455,Delivered,10.98,342.6,4654.65,6.855770673870628,Dinanath Simhambhatla,Yummies,After Nines,Bites,India,APAC,10.23,0
